"Feature101"
"Sample1"	1
"Sample2"	1
"Sample3"	1
"Sample4"	1
"Sample5"	1
"Sample6"	1
"Sample7"	1
"Sample8"	1
"Sample9"	1
"Sample10"	1
"Sample11"	1
"Sample12"	1
"Sample13"	1
"Sample14"	1
"Sample15"	1
"Sample16"	1
"Sample17"	1
"Sample18"	1
"Sample19"	1
"Sample20"	1
"Sample21"	1
"Sample22"	1
"Sample23"	1
"Sample24"	1
"Sample25"	1
"Sample26"	1
"Sample27"	1
"Sample28"	1
"Sample29"	1
"Sample30"	1
"Sample31"	1
"Sample32"	1
"Sample33"	1
"Sample34"	1
"Sample35"	1
"Sample36"	1
"Sample37"	1
"Sample38"	1
"Sample39"	1
"Sample40"	1
"Sample41"	1
"Sample42"	1
"Sample43"	1
"Sample44"	1
"Sample45"	1
"Sample46"	1
"Sample47"	1
"Sample48"	1
"Sample49"	1
"Sample50"	1
